plotID,sampleID.x,uid.x,namedLocation.x,domainID.x,siteID.x,plotType.x,sampleCode.x,ligninSampleID.x,ligninSampleBarcode.x,collectDate.x,analysisDate.x,analyticalRepNumber.x,dryMass.x,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,foliarPhosphorusQF,foliarPotassiumQF,foliarCalciumQF,foliarMagnesiumQF,foliarSulfurQF,foliarManganeseQF,foliarIronQF,foliarCopperQF,foliarBoronQF,foliarZincQF,remarks.x,laboratoryName.x,testMethod.x,analyzedBy.x,reviewedBy.x,dataQF.x,publicationDate.x,release.x,uid.y,namedLocation.y,domainID.y,siteID.y,plotType.y,sampleCode.y,ligninSampleID.y,ligninSampleBarcode.y,collectDate.y,analysisDate.y,analyticalRepNumber.y,dryMass.y,ligninPercent,cellulosePercent,measurementQF,accuracyQF,remarks.y,laboratoryName.y,testMethod.y,analyzedBy.y,reviewedBy.y,dataQF.y,publicationDate.y,release.y,uid,namedLocation,domainID,siteID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID.y,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyPosition,canopyStatus,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,shapefileID,collectedBy,recordedBy,remarks,dataQF,publicationDate,release
DSNY_006,k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRTD+l/jaL5qjQ=,1834088a-8b93-4e76-92ff-c1ee78b084ac,DSNY_006.basePlot.cfc,D03,DSNY,distributed,A00000036305,k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRT15IEskx4VqwBNFnZe47EsQ==,A00000036590,9/19/2018 18:36,2/10/2020,1,0.199,25,0.072,0.389,0.564,0.216,0.096,143.5,54,6.8,18.4,35.6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,d0fba741-e7de-46ff-8f9f-d4bbf910725b,DSNY_006.basePlot.cfc,D03,DSNY,distributed,A00000036305,k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRT15IEskx4VqwBNFnZe47EsQ==,A00000036590,9/19/2018 18:36,12/7/2018,1,0.507,27.38,27.43,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,bbe33455-b782-4610-89c9-392c0a92b479,DSNY_006.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.092969,-81.399332,20.1,20.7,0.1,NEON.DOC.001024vE,9/19/2018 18:36,10/13/2018,NA,31,Woody individual,clippers,k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRTD+l/jaL5qjQ=,A00000036305,NA,k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRTYAdu0AkzSN7QDadsmb9KMA==,B00000023286,NA,NA,NA,NA,NA,NA,NA,N,00896Z,NEON.PLA.D03.DSNY.00896Z,QUMI2,Quercus minima (Sarg.) Small,OK,NA,NA,0.1,NA,NA,NA,NA,NA,mkerstein@neoninc.org,dbyerley@field-ops.org,Burned a few months before sampling,NA,20211222T025511Z,RELEASE-2022
DSNY_006,k7LBIL3J5m63g7hABKTfWl91J/HVcagiR1V0XLLQCWw=,b7838e18-2ed7-4ef1-b6a8-4add899a0334,DSNY_006.basePlot.cfc,D03,DSNY,distributed,A00000036304,k7LBIL3J5m63g7hABKTfWl91J/HVcagiLYBDgwPVxa8=,A00000036594,9/19/2018 19:16,2/10/2020,1,0.205,25,0.08,0.599,0.58,0.222,0.096,174.9,45.3,4.8,11.7,37,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,247a3ac9-5cd3-4015-94d1-5335e493d49d,DSNY_006.basePlot.cfc,D03,DSNY,distributed,A00000036304,k7LBIL3J5m63g7hABKTfWl91J/HVcagiLYBDgwPVxa8=,A00000036594,9/19/2018 19:16,12/7/2018,1,0.495,13.49,36.61,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,bbe33455-b782-4610-89c9-392c0a92b479,DSNY_006.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.092969,-81.399332,20.1,20.7,0.1,NEON.DOC.001024vE,9/19/2018 18:36,10/13/2018,NA,31,Woody individual,clippers,k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRTD+l/jaL5qjQ=,A00000036305,NA,k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRTYAdu0AkzSN7QDadsmb9KMA==,B00000023286,NA,NA,NA,NA,NA,NA,NA,N,00896Z,NEON.PLA.D03.DSNY.00896Z,QUMI2,Quercus minima (Sarg.) Small,OK,NA,NA,0.1,NA,NA,NA,NA,NA,mkerstein@neoninc.org,dbyerley@field-ops.org,Burned a few months before sampling,NA,20211222T025511Z,RELEASE-2022
DSNY_006,k7LBIL3J5m7RZIQdvuUKwTJ9RvprMPNquTor5bTj+Bk=,554e716e-8904-46bf-8d80-7b14dc89d39a,DSNY_006.basePlot.cfc,D03,DSNY,distributed,A00000036306,k7LBIL3J5m7RZIQdvuUKwTJ9RvprMPNqxizmchkKgLPC57zeHGe/qg==,A00000036588,9/19/2018 17:48,2/10/2020,1,0.205,25,0.092,1.035,0.155,0.163,0.125,48.7,21,10.7,14.7,15.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,36da011a-927e-4aeb-b3fc-77a47acf0cfc,DSNY_006.basePlot.cfc,D03,DSNY,distributed,A00000036306,k7LBIL3J5m7RZIQdvuUKwTJ9RvprMPNqxizmchkKgLPC57zeHGe/qg==,A00000036588,9/19/2018 17:48,12/3/2018,1,0.49,13.94,43.81,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,bbe33455-b782-4610-89c9-392c0a92b479,DSNY_006.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.092969,-81.399332,20.1,20.7,0.1,NEON.DOC.001024vE,9/19/2018 18:36,10/13/2018,NA,31,Woody individual,clippers,k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRTD+l/jaL5qjQ=,A00000036305,NA,k7LBIL3J5m5ZcrqGyXRsdsZ6fdNvSfRTYAdu0AkzSN7QDadsmb9KMA==,B00000023286,NA,NA,NA,NA,NA,NA,NA,N,00896Z,NEON.PLA.D03.DSNY.00896Z,QUMI2,Quercus minima (Sarg.) Small,OK,NA,NA,0.1,NA,NA,NA,NA,NA,mkerstein@neoninc.org,dbyerley@field-ops.org,Burned a few months before sampling,NA,20211222T025511Z,RELEASE-2022
DSNY_007,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdvK6UI/9z/k4=,022616d5-7305-48f9-b9f8-1abf0b7a6036,DSNY_007.basePlot.cfc,D03,DSNY,distributed,A00000036301,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdgS5PHo1tSYo=,A00000036600,9/26/2018 13:02,2/10/2020,1,0.194,25,0.05,0.228,0.835,0.317,0.073,247.1,23.4,3.9,35.7,25.6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,00767c6d-dd48-4dfe-9bbf-3bb13335853f,DSNY_007.basePlot.cfc,D03,DSNY,distributed,A00000036301,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdgS5PHo1tSYo=,A00000036600,9/26/2018 13:02,12/3/2018,1,0.514,14.13,16.28,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,ba7270e8-de68-448e-af89-932aa7b3388a,DSNY_007.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.053114,-81.417507,20.1,17.8,0.1,NEON.DOC.001024vE,9/26/2018 13:02,10/13/2018,NA,31,Woody individual,clippers,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdvK6UI/9z/k4=,A00000036301,NA,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdd13BZ+aFw3c=,B00000023282,NA,NA,NA,NA,NA,NA,NA,Y,2779,NEON.PLA.D03.DSNY.02779,ILGL,Ilex glabra (L.) A. Gray,OK,NA,NA,0.9,NA,NA,NA,NA,NA,jmiller@battelleecology.org,jbrown1@battelleecology.org,NA,NA,20211222T025511Z,RELEASE-2022
DSNY_007,k7LBIL3J5m5bJkO5gxmyrQ2BlN6RB+Gk/8qEjM5BB6Y=,21dcaf3c-969a-429a-9c19-fe3d63e6fa5d,DSNY_007.basePlot.cfc,D03,DSNY,distributed,A00000036303,k7LBIL3J5m5bJkO5gxmyrQ2BlN6RB+Gk23PbgmEELLfXA6GQiW50DA==,A00000036596,9/26/2018 11:28,2/10/2020,1,0.204,25,0.094,0.358,1.434,0.363,0.126,208.4,50,4.9,34.2,18.7,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,c1cfbc04-ff76-4ec2-bee5-262466a23d5c,DSNY_007.basePlot.cfc,D03,DSNY,distributed,A00000036303,k7LBIL3J5m5bJkO5gxmyrQ2BlN6RB+Gk23PbgmEELLfXA6GQiW50DA==,A00000036596,9/26/2018 11:28,12/3/2018,1,0.509,23,23.21,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,ba7270e8-de68-448e-af89-932aa7b3388a,DSNY_007.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.053114,-81.417507,20.1,17.8,0.1,NEON.DOC.001024vE,9/26/2018 13:02,10/13/2018,NA,31,Woody individual,clippers,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdvK6UI/9z/k4=,A00000036301,NA,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdd13BZ+aFw3c=,B00000023282,NA,NA,NA,NA,NA,NA,NA,Y,2779,NEON.PLA.D03.DSNY.02779,ILGL,Ilex glabra (L.) A. Gray,OK,NA,NA,0.9,NA,NA,NA,NA,NA,jmiller@battelleecology.org,jbrown1@battelleecology.org,NA,NA,20211222T025511Z,RELEASE-2022
DSNY_007,k7LBIL3J5m4dPT2rnUYWCY+OWZgpWq1/tQQTkpTOx7s=,98a01853-70dd-40e0-8c0c-4df82c24d6be,DSNY_007.basePlot.cfc,D03,DSNY,distributed,A00000036300,k7LBIL3J5m4dPT2rnUYWCY+OWZgpWq1/jce46qG4fDY=,A00000036602,9/26/2018 13:12,2/10/2020,1,0.199,25,0.081,0.475,0.346,0.152,0.107,93,43.5,7,26.5,26.6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,f888d7b7-d72e-4aeb-afe9-25b01c42a0ff,DSNY_007.basePlot.cfc,D03,DSNY,distributed,A00000036300,k7LBIL3J5m4dPT2rnUYWCY+OWZgpWq1/jce46qG4fDY=,A00000036602,9/26/2018 13:12,12/3/2018,1,0.518,9.62,37.49,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,ba7270e8-de68-448e-af89-932aa7b3388a,DSNY_007.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.053114,-81.417507,20.1,17.8,0.1,NEON.DOC.001024vE,9/26/2018 13:02,10/13/2018,NA,31,Woody individual,clippers,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdvK6UI/9z/k4=,A00000036301,NA,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdd13BZ+aFw3c=,B00000023282,NA,NA,NA,NA,NA,NA,NA,Y,2779,NEON.PLA.D03.DSNY.02779,ILGL,Ilex glabra (L.) A. Gray,OK,NA,NA,0.9,NA,NA,NA,NA,NA,jmiller@battelleecology.org,jbrown1@battelleecology.org,NA,NA,20211222T025511Z,RELEASE-2022
DSNY_007,k7LBIL3J5m64XuNXtXCYnjjKoEZukosnKt5jS80tCUg=,c0a97a2e-f8f1-4b1f-b105-b965726f62f0,DSNY_007.basePlot.cfc,D03,DSNY,distributed,A00000036302,k7LBIL3J5m64XuNXtXCYnjjKoEZukosnoemW6ViwznXyIuXLUIY4Ug==,A00000036598,9/26/2018 12:57,2/10/2020,1,0.203,25,0.075,0.463,0.096,0.185,0.092,27.5,23.7,6.7,12.9,9.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,0d7dab07-8653-48e2-99c8-6926e368db61,DSNY_007.basePlot.cfc,D03,DSNY,distributed,A00000036302,k7LBIL3J5m64XuNXtXCYnjjKoEZukosnoemW6ViwznXyIuXLUIY4Ug==,A00000036598,9/26/2018 12:57,12/3/2018,1,0.522,17.18,43.34,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,ba7270e8-de68-448e-af89-932aa7b3388a,DSNY_007.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.053114,-81.417507,20.1,17.8,0.1,NEON.DOC.001024vE,9/26/2018 13:02,10/13/2018,NA,31,Woody individual,clippers,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdvK6UI/9z/k4=,A00000036301,NA,k7LBIL3J5m4BzMLw/qSTIA2VBOoQiOGdd13BZ+aFw3c=,B00000023282,NA,NA,NA,NA,NA,NA,NA,Y,2779,NEON.PLA.D03.DSNY.02779,ILGL,Ilex glabra (L.) A. Gray,OK,NA,NA,0.9,NA,NA,NA,NA,NA,jmiller@battelleecology.org,jbrown1@battelleecology.org,NA,NA,20211222T025511Z,RELEASE-2022
DSNY_008,k7LBIL3J5m7EGplztKWp23Eni9XGh1c2NxPpJInzaqw=,70417dd8-88d8-458f-8962-e82c8a8718ac,DSNY_008.basePlot.cfc,D03,DSNY,distributed,A00000036296,k7LBIL3J5m7EGplztKWp23Eni9XGh1c2yz81HVg54D8=,A00000036606,9/25/2018 18:46,2/10/2020,1,0.199,25,0.079,0.66,0.143,0.134,0.092,55.1,55.5,2.8,14.2,12.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,1db480ee-883d-432e-a463-037009828ca0,DSNY_008.basePlot.cfc,D03,DSNY,distributed,A00000036296,k7LBIL3J5m7EGplztKWp23Eni9XGh1c2yz81HVg54D8=,A00000036606,9/25/2018 18:46,12/3/2018,1,0.524,7.23,39.91,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,2a4b05dd-ec22-4252-8066-b71bea1df7e8,DSNY_008.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.046662,-81.401888,20.1,19,0.1,NEON.DOC.001024vE,9/25/2018 17:25,10/13/2018,NA,31,Woody individual,line launcher,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13s+1gwBxoXA4=,A00000036299,NA,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13MMtd5wrr50s=,B00000023279,NA,NA,NA,NA,NA,NA,NA,Y,01120Z,NEON.PLA.D03.DSNY.01120Z,PIEL,Pinus elliottii Engelm.,OK,NA,NA,9.3,NA,NA,NA,NA,NA,jmiller@battelleecology.org,Avazquez@battelleecology.org,NA,NA,20211222T025511Z,RELEASE-2022
DSNY_008,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13s+1gwBxoXA4=,d30ddcac-4031-4e8f-921c-8e120a554ddf,DSNY_008.basePlot.cfc,D03,DSNY,distributed,A00000036299,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq130UZa0TjYbs8=,A00000036604,9/25/2018 17:25,2/10/2020,1,0.201,25,0.081,0.221,0.422,0.181,0.065,82.1,22.6,2.8,13.6,35.5,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,739b661f-93e5-4a8d-9a73-3acfe34e852c,DSNY_008.basePlot.cfc,D03,DSNY,distributed,A00000036299,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq130UZa0TjYbs8=,A00000036604,9/25/2018 17:25,12/3/2018,1,0.496,20.35,24.34,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,2a4b05dd-ec22-4252-8066-b71bea1df7e8,DSNY_008.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.046662,-81.401888,20.1,19,0.1,NEON.DOC.001024vE,9/25/2018 17:25,10/13/2018,NA,31,Woody individual,line launcher,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13s+1gwBxoXA4=,A00000036299,NA,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13MMtd5wrr50s=,B00000023279,NA,NA,NA,NA,NA,NA,NA,Y,01120Z,NEON.PLA.D03.DSNY.01120Z,PIEL,Pinus elliottii Engelm.,OK,NA,NA,9.3,NA,NA,NA,NA,NA,jmiller@battelleecology.org,Avazquez@battelleecology.org,NA,NA,20211222T025511Z,RELEASE-2022
DSNY_008,k7LBIL3J5m7CNYyWqg9YOEAg8Kn9XBkJKHuqxu/yGsk=,9ba9acb4-dcc3-4d9c-982c-060b127c90c0,DSNY_008.basePlot.cfc,D03,DSNY,distributed,A00000036294,k7LBIL3J5m7CNYyWqg9YOEAg8Kn9XBkJHssLLM+cxARZaa63mvniVQ==,A00000036610,9/25/2018 18:05,2/10/2020,1,0.197,25,0.056,0.164,0.172,0.311,0.103,22.3,23.8,3.3,10.2,9.1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,ba55012b-ba80-4b76-8ce0-51c1e751d222,DSNY_008.basePlot.cfc,D03,DSNY,distributed,A00000036294,k7LBIL3J5m7CNYyWqg9YOEAg8Kn9XBkJHssLLM+cxARZaa63mvniVQ==,A00000036610,9/25/2018 18:05,12/3/2018,1,0.494,16.16,36.88,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,2a4b05dd-ec22-4252-8066-b71bea1df7e8,DSNY_008.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.046662,-81.401888,20.1,19,0.1,NEON.DOC.001024vE,9/25/2018 17:25,10/13/2018,NA,31,Woody individual,line launcher,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13s+1gwBxoXA4=,A00000036299,NA,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13MMtd5wrr50s=,B00000023279,NA,NA,NA,NA,NA,NA,NA,Y,01120Z,NEON.PLA.D03.DSNY.01120Z,PIEL,Pinus elliottii Engelm.,OK,NA,NA,9.3,NA,NA,NA,NA,NA,jmiller@battelleecology.org,Avazquez@battelleecology.org,NA,NA,20211222T025511Z,RELEASE-2022
DSNY_008,k7LBIL3J5m7Y2JaT+QOfkA7n9GerBTVaJ2m6lMQvXCA=,ebcf4b3c-52b8-4e92-939a-3bcf9b7fbd40,DSNY_008.basePlot.cfc,D03,DSNY,distributed,A00000036295,k7LBIL3J5m7Y2JaT+QOfkA7n9GerBTVa8KFF1bID1lM++2qv0LZHhw==,A00000036608,9/25/2018 18:35,2/10/2020,1,0.197,25,0.065,0.326,0.981,0.265,0.165,185.1,33.4,3,26.9,20,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,9e511ef8-24cf-45be-8c1e-ab029d7bfd31,DSNY_008.basePlot.cfc,D03,DSNY,distributed,A00000036295,k7LBIL3J5m7Y2JaT+QOfkA7n9GerBTVa8KFF1bID1lM++2qv0LZHhw==,A00000036608,9/25/2018 18:35,12/3/2018,1,0.506,22.52,23.59,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,2a4b05dd-ec22-4252-8066-b71bea1df7e8,DSNY_008.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.046662,-81.401888,20.1,19,0.1,NEON.DOC.001024vE,9/25/2018 17:25,10/13/2018,NA,31,Woody individual,line launcher,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13s+1gwBxoXA4=,A00000036299,NA,k7LBIL3J5m4dmUaGsfJOZFCSwKqmvq13MMtd5wrr50s=,B00000023279,NA,NA,NA,NA,NA,NA,NA,Y,01120Z,NEON.PLA.D03.DSNY.01120Z,PIEL,Pinus elliottii Engelm.,OK,NA,NA,9.3,NA,NA,NA,NA,NA,jmiller@battelleecology.org,Avazquez@battelleecology.org,NA,NA,20211222T025511Z,RELEASE-2022
DSNY_009,k7LBIL3J5m4m4xVK7VHavkAdPDr4xghFElqtDQb2D1A=,2ee89845-891b-4049-bf9e-de4060f439af,DSNY_009.basePlot.cfc,D03,DSNY,distributed,A00000036328,k7LBIL3J5m4m4xVK7VHavkAdPDr4xghFnYSDSL9NRtM=,A00000036618,9/20/2018 16:19,2/10/2020,1,0.198,25,0.074,0.58,0.201,0.264,0.136,40.2,161.3,3.9,15.8,25.6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,8cb7870a-8b95-49a0-a670-32788a52eba4,DSNY_009.basePlot.cfc,D03,DSNY,distributed,A00000036328,k7LBIL3J5m4m4xVK7VHavkAdPDr4xghFnYSDSL9NRtM=,A00000036618,9/20/2018 16:19,12/3/2018,1,0.527,7.1,36.44,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,7f9526e5-14a0-4887-8cf9-afb2a913b603,DSNY_009.basePlot.cfc,D03,DSNY,distributed,pastureHay,WGS84,28.073118,-81.428559,20.1,19,0.1,NEON.DOC.001024vE,9/20/2018 16:19,10/13/2018,NA,31,Herbaceous clip strip,clippers,k7LBIL3J5m4m4xVK7VHavkAdPDr4xghFElqtDQb2D1A=,A00000036328,NA,k7LBIL3J5m4m4xVK7VHavkAdPDr4xghFBe6Wz+zKBs0=,B00000023274,NA,168,DSNY_009_168,2,0.1,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mkerstein@neoninc.org,dbyerley@field-ops.org,NA,NA,20211222T025511Z,RELEASE-2022
DSNY_010,k7LBIL3J5m6manDBUj+AtofzIhj72xd3nMgFfJDTcT0=,a4b0530c-758b-4944-a2b4-cae4da6d4d1f,DSNY_010.basePlot.cfc,D03,DSNY,distributed,A00000036326,k7LBIL3J5m6manDBUj+AtofzIhj72xd39D86fMdp1ZnGr9xZQPr/7g==,A00000036614,9/18/2018 13:49,2/10/2020,1,0.205,25,0.067,0.196,0.113,0.148,0.126,15.6,20.3,4.1,9.4,11.2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,NA,A and L Great Lakes,SOP APF-10-020,J/g6an6qIb0=,0SbE4/OAjEQ=,NA,20211222T025511Z,RELEASE-2022,645dd1e3-6772-409a-add8-2d56f6354643,DSNY_010.basePlot.cfc,D03,DSNY,distributed,A00000036326,k7LBIL3J5m6manDBUj+AtofzIhj72xd39D86fMdp1ZnGr9xZQPr/7g==,A00000036614,9/18/2018 13:49,12/3/2018,1,0.497,16.52,38.28,OK,OK,NA,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,NA,20211222T025511Z,RELEASE-2022,73c22c29-d5f3-4dde-a1a3-4a3a8f57d9eb,DSNY_010.basePlot.cfc,D03,DSNY,distributed,woodyWetlands,WGS84,28.11859,-81.435161,20.1,20,0.1,NEON.DOC.001024vE,9/20/2018 20:44,10/13/2018,NA,31,Woody individual,line launcher,k7LBIL3J5m4FoG93IKqaGkNhL9mAJ1OLQdI51ZP6vYs=,A00000036298,NA,k7LBIL3J5m4FoG93IKqaGkNhL9mAJ1OL9cM10Y4PYo6+qCkQ++rlRA==,B00000023272,NA,NA,NA,NA,NA,NA,NA,Y,193,NEON.PLA.D03.DSNY.00193,PIPA2,Pinus palustris Mill.,Disease damaged,NA,NA,11.6,NA,NA,NA,NA,NA,jmiller@battelleecology.org,mbenedict@battelleecology.org,NA,NA,20211222T025511Z,RELEASE-2022
